id,web_name,team,element_type,now_cost,total_points,form,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,saves,clean_sheets,next_3_gw_fixtures
492,Kulusevski,18,3,6.2,110,0.0,208.0,584.0,813.1,685.0,3.92,3.95,7.87,0,6,2.6666666666666665
493,Lo Celso,18,3,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
494,Maddison,18,3,7.4,127,2.5,176.4,648.4,632.1,486.0,5.47,5.67,11.14,0,6,2.6666666666666665
495,Pedro Porro,18,2,5.3,94,0.5,168.0,704.8,785.3,188.0,1.52,3.92,5.44,0,6,2.6666666666666665
496,Reguilón,18,2,4.1,1,0.0,5.2,20.8,20.2,11.0,0.07,0.24,0.31,0,0,2.6666666666666665
497,Richarlison,18,4,6.8,20,0.0,29.0,119.8,54.8,116.0,1.17,0.58,1.75,0,1,2.6666666666666665
498,Romero,18,2,4.9,47,3.0,62.4,313.6,99.2,209.0,1.47,0.76,2.23,0,3,2.6666666666666665
499,P.M.Sarr,18,3,4.7,61,2.8,76.1,351.0,231.9,183.0,3.14,0.62,3.76,0,2,2.6666666666666665
500,Scarlett,18,4,4.4,6,0.2,5.2,24.4,11.0,17.0,0.04,0.00,0.04,0,0,2.6666666666666665
502,Solomon,18,3,5.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
503,Son,18,3,9.8,126,2.5,204.9,630.6,729.9,688.0,7.09,4.94,12.03,0,4,2.6666666666666665
504,Spence,18,2,4.4,48,2.0,62.2,345.4,189.5,86.0,0.49,1.27,1.76,0,3,2.6666666666666665
505,Udogie,18,2,4.8,45,1.0,70.8,332.2,244.3,130.0,0.31,1.16,1.47,0,2,2.6666666666666665
506,Van de Ven,18,2,4.5,31,0.8,28.1,185.8,37.5,57.0,0.54,0.69,1.23,0,2,2.6666666666666665
507,Veliz,18,4,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
508,Vicario,18,1,4.8,62,2.5,50.2,504.0,0.0,0.0,0.00,0.00,0.00,58,4,2.6666666666666665
509,Werner,18,3,6.2,34,0.0,37.1,114.6,148.0,113.0,1.04,1.55,2.59,0,1,2.6666666666666665
510,Whiteman,18,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
609,Lankshear,18,4,4.5,3,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
610,Moore,18,3,4.5,14,0.0,9.4,23.4,42.7,30.0,0.20,0.55,0.75,0,0,2.6666666666666665
612,Odobert,18,3,5.3,16,1.5,19.6,28.6,69.6,98.0,0.68,0.21,0.89,0,1,2.6666666666666665
683,Olusesi,18,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
684,Hardy,18,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
689,Williams-Barnett,18,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
699,Dorrington,18,2,4.0,1,0.0,0.1,1.0,0.2,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
700,King,18,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
716,Kinsky,18,1,4.2,12,0.0,11.2,102.6,10.1,0.0,0.00,0.01,0.01,11,1,2.6666666666666665
717,Yang,18,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
729,Ajayi,18,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
749,Postecoglou,18,5,1.1,49,4.8,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
760,Cassanova,18,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2.6666666666666665
767,Danso,18,2,4.4,11,0.2,16.4,91.4,19.7,53.0,0.33,0.06,0.39,0,1,2.6666666666666665
768,Tel,18,3,5.9,17,2.5,21.7,58.4,43.8,120.0,1.60,0.12,1.72,0,2,2.6666666666666665
123,Ferguson,19,4,5.5,26,0.8,24.7,77.8,68.1,104.0,1.13,0.66,1.79,0,1,3.3333333333333335
388,Wan-Bissaka,19,2,4.5,91,1.8,120.3,640.8,415.5,146.0,1.00,2.19,3.19,0,5,3.3333333333333335
511,Álvarez,19,3,5.0,37,1.0,49.9,253.8,196.0,49.0,0.31,0.84,1.15,0,3,3.3333333333333335
512,Antonio,19,4,5.3,42,0.0,39.5,72.0,139.5,194.0,2.20,0.91,3.11,0,4,3.3333333333333335
513,Areola,19,1,4.2,49,2.5,46.2,460.4,0.0,0.0,0.00,0.00,0.00,60,3,3.3333333333333335
514,Bowen,19,3,7.6,134,4.0,212.4,642.0,634.9,850.0,6.87,5.28,12.15,0,6,3.3333333333333335
516,Coufal,19,2,4.1,18,0.0,28.7,151.0,104.5,35.0,0.27,0.80,1.06,0,1,3.3333333333333335
517,Cresswell,19,2,3.9,27,0.8,23.5,115.8,114.9,5.0,0.11,1.22,1.33,0,2,3.3333333333333335
519,Earthy,19,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,3.3333333333333335
520,Emerson,19,2,4.4,63,1.0,84.7,386.2,301.1,160.0,1.84,2.14,3.98,0,4,3.3333333333333335
521,Fabianski,19,1,4.0,36,0.0,36.1,362.2,0.3,0.0,0.00,0.00,0.00,47,2,3.3333333333333335
522,Foderingham,19,1,4.2,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,3.3333333333333335
523,Ings,19,4,4.9,32,0.2,33.4,97.0,76.5,159.0,2.25,0.06,2.31,0,0,3.3333333333333335
524,Kilman,19,2,4.3,69,1.8,98.1,667.0,174.8,136.0,1.45,0.88,2.33,0,5,3.3333333333333335
525,Kudus,19,3,6.2,78,2.0,139.1,347.0,455.5,590.0,5.92,2.19,8.11,0,5,3.3333333333333335
526,L.Guilherme,19,3,4.6,9,0.5,7.3,18.0,45.5,10.0,0.14,0.12,0.26,0,0,3.3333333333333335
527,L.Paquetá,19,3,5.7,73,1.8,112.3,371.0,506.5,248.0,5.12,2.59,7.71,0,4,3.3333333333333335
528,Mavropanos,19,2,4.3,39,1.2,63.3,419.0,63.2,150.0,1.26,0.38,1.64,0,2,3.3333333333333335
529,N.Aguerd,19,2,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,3.3333333333333335
530,Souček,19,3,4.9,103,3.5,125.3,529.8,219.3,511.0,5.20,1.22,6.42,0,6,3.3333333333333335
531,Ward-Prowse,19,3,6.1,31,2.5,44.4,172.8,221.4,49.0,0.42,1.67,2.09,0,3,3.3333333333333335
532,Zouma,19,2,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,3.3333333333333335
576,Irving,19,3,4.7,9,0.0,8.1,37.6,26.5,17.0,0.13,0.12,0.25,0,0,3.3333333333333335
587,Summerville,19,3,5.5,33,0.0,58.7,156.4,246.1,186.0,1.61,1.71,3.32,0,2,3.3333333333333335
588,G.Rodríguez,19,3,4.8,29,0.2,25.5,168.6,62.1,23.0,0.22,0.12,0.34,0,3,3.3333333333333335
589,Füllkrug,19,4,6.7,29,1.8,38.3,140.6,108.9,140.0,1.66,0.31,1.97,0,1,3.3333333333333335
591,Todibo,19,2,4.2,39,1.0,31.6,258.2,32.1,26.0,0.15,0.04,0.19,0,4,3.3333333333333335
643,Casey,19,2,4.0,1,0.0,0.2,2.0,0.0,0.0,0.00,0.00,0.00,0,0,3.3333333333333335
654,C.Soler,19,3,5.0,41,1.0,49.9,149.4,215.7,134.0,1.23,1.25,2.48,0,2,3.3333333333333335
677,Scarles,19,2,4.0,25,1.2,14.0,78.4,41.0,20.0,0.11,0.17,0.28,0,2,3.3333333333333335
686,Mayers,19,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,3.3333333333333335
701,Orford,19,3,4.5,2,0.0,4.0,6.4,27.6,6.0,0.03,0.04,0.07,0,0,3.3333333333333335
750,Potter,19,5,0.5,53,3.5,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,3.3333333333333335
204,Johnstone,20,1,4.1,12,0.0,20.4,193.8,10.0,0.0,0.00,0.00,0.00,23,0,4.0
533,Aït-Nouri,20,2,4.8,90,3.5,143.0,607.6,493.9,326.0,2.26,2.59,4.85,0,5,4.0
534,B.Traore,20,3,4.8,1,0.2,0.4,4.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
535,Bellegarde,20,3,4.9,79,5.2,86.5,308.2,381.2,182.0,1.26,2.53,3.79,0,6,4.0
536,Bentley,20,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
537,Chiquinho,20,3,4.5,1,0.0,1.9,3.0,14.3,2.0,0.00,0.05,0.05,0,0,4.0
538,Chirewa,20,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
539,Chiwome,20,4,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
540,Cundle,20,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
541,Cunha,20,4,6.8,143,0.0,217.3,776.0,661.2,735.0,6.82,4.45,11.27,0,5,4.0
542,Dawson,20,2,4.3,17,0.0,29.1,204.2,31.3,55.0,0.50,0.07,0.57,0,1,4.0
543,Doherty,20,2,4.3,62,3.2,74.6,447.4,164.8,133.0,1.12,1.20,2.32,0,5,4.0
544,Doyle,20,3,4.7,28,0.5,25.3,114.6,101.7,34.0,0.55,0.35,0.90,0,0,4.0
545,Fábio Silva,20,4,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
546,Fraser,20,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
547,Gonzalez,20,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
548,Guedes,20,3,5.3,55,0.5,52.6,201.0,167.5,160.0,2.18,0.62,2.80,0,3,4.0
549,H.Bueno,20,2,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
550,Hee Chan,20,3,6.1,34,0.2,26.0,109.8,71.4,80.0,0.79,0.35,1.14,0,0,4.0
551,Hodge,20,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
552,Hoever,20,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
553,J.Gomes,20,3,4.9,74,2.0,100.0,430.4,364.2,205.0,2.58,2.42,5.00,0,4,4.0
554,José Sá,20,1,4.4,73,3.0,51.0,490.4,20.0,0.0,0.00,0.01,0.01,60,6,4.0
555,Kalajdžić,20,4,4.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
556,King,20,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
557,Mario Jr.,20,3,4.8,47,0.0,64.4,356.8,166.7,120.0,1.30,0.87,2.17,0,1,4.0
558,Mosquera,20,2,3.8,3,0.0,16.0,110.2,27.3,21.0,0.33,0.03,0.36,0,0,4.0
559,N.Semedo,20,2,4.5,67,3.0,87.3,437.8,308.5,125.0,0.85,1.27,2.12,0,6,4.0
561,Pedro Lima,20,2,3.9,2,0.0,6.9,23.4,34.8,11.0,0.06,0.10,0.16,0,0,4.0
562,Podence,20,3,5.5,2,0.0,0.4,3.0,1.1,1.0,0.04,0.01,0.05,0,0,4.0
563,R.Gomes,20,3,5.1,29,0.2,36.9,137.2,153.6,82.0,0.37,0.80,1.17,0,1,4.0
564,S.Bueno,20,2,4.3,43,1.0,38.2,288.4,13.4,80.0,0.45,0.08,0.53,0,4,4.0
565,Sarabia,20,3,5.0,39,3.8,50.5,164.2,185.2,157.0,2.57,1.68,4.25,0,1,4.0
566,Strand Larsen,20,4,5.4,115,7.2,147.6,511.0,269.0,699.0,7.68,0.94,8.62,0,5,4.0
567,Toti,20,2,4.3,61,3.0,68.7,474.6,113.8,98.0,0.73,0.55,1.28,0,6,4.0
637,Meupiyou,20,2,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
642,André,20,3,5.0,47,1.8,50.8,284.4,199.4,26.0,0.27,0.35,0.62,0,5,4.0
655,Forbs,20,3,5.4,8,0.0,8.3,25.8,24.1,35.0,0.15,0.10,0.25,0,0,4.0
664,Pond,20,2,3.9,1,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
682,Edozie,20,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
711,Okoduwa,20,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
720,Agbadou,20,2,4.0,21,3.0,26.6,215.6,28.1,22.0,0.21,0.06,0.27,0,2,4.0
751,Pereira,20,5,0.8,70,7.2,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
769,Djiga,20,2,4.5,3,0.5,0.5,3.6,1.2,0.0,0.00,0.00,0.00,0,0,4.0
770,Munetsi,20,3,5.0,25,4.0,27.0,102.6,46.3,120.0,2.85,0.04,2.88,0,3,4.0
784,Mané,20,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,4.0
